asiakas,tuote,kpl,hinta,pvm
1000028,19589,2,110.15,2021-06-01
1000028,14241,6,111.96,2020-10-15
1000022,12598,1,30.87,2020-03-05
1007752,11957,1,13.00,2021-08-28
1007744,12919,17,9.22,2020-04-19
1000022,4684,4,21.38,2020-09-16
1003380,1287,3,41.32,2020-06-29
1000019,19635,94,10.10,2020-03-13
1000017,13380,1,128.44,2020-02-27
1005009,5631,2,16.58,2021-01-18
1000011,16860,5,19.04,2020-06-25
1000011,113345,3,122.35,2021-06-30
1000019,5174,2,74.36,2021-01-20
1007742,115751,4,130.48,2021-12-30
1003380,2798,1,34.63,2021-09-20
1000017,114377,2,255.13,2021-11-07
1000022,10935,16,15.77,2021-12-14
1007742,40764,3,17.18,2021-05-24
1003380,8424,2,62.61,2021-01-01
1000015,1973,4,79.67,2021-12-01
1000023,116261,24,3.63,2021-07-23
1007744,12307,1,10.15,2020-06-23
1000015,19630,48,16.58,2020-02-04
1007754,13747,-1,44.69,2021-04-28
1004204,14346,2,105.32,2021-12-13
4000007,6956,1,18.08,2020-05-06
1000023,211120,30,26.07,2020-07-30
1000017,21302,1,8.11,2022-01-03
1000015,5323,2,40.00,2021-06-16
1003972,110476,1,1966.49,2021-08-25
1000020,12732,2,23.06,2020-12-16
1000017,17194,4,17.03,2020-11-06
1000011,13525,3,127.96,2020-08-27
1000011,2680,3,109.19,2021-07-03
1007754,7459,10,0.39,2020-09-29
1007752,6235,5,27.57,2021-07-19
1007365,13192,13,10.00,2021-10-16
1007365,112947,3,32.46,2021-02-25
1000025,116996,1,188.92,2021-09-18
1007365,15034,2,90.63,2021-09-07
1000019,5975,2,81.65,2020-10-21
1000022,14681,3,148.53,2020-04-28
1000017,118692,1,138.47,2020-04-04
1003972,12670,2,24.60,2021-02-02
1007742,173491,24,5.74,2021-04-17
1000015,19574,2,83.01,2021-10-18
1005009,13192,3,10.00,2021-10-31
1000024,112855,2,28.35,2020-01-31
1000014,13154,4,7.03,2020-07-12
1000022,206638,-1,108.11,2022-01-11
1000014,4846,1,43.82,2021-03-30
1000019,2160,1,19.67,2021-12-07
1005342,15094,-2,108.44,2020-08-19
1000014,12813,2,19.01,2021-06-06
1000019,53352,2,24.36,2021-10-14
1000028,6028,4,6.61,2021-05-31
1000015,211070,1,25.68,2021-09-15
1000025,4424,2,49.85,2020-09-27
1000024,12597,3,16.71,2021-07-02
1004204,1417,4,43.57,2021-02-05
1007741,9612,5,50.18,2021-05-04
1007743,19613,1,24.60,2021-09-17
1000025,13366,1,104.15,2021-06-11
1000019,45456,1,20.75,2020-02-12
1000022,16722,3,31.80,2021-08-26
1007365,13569,2,192.56,2020-02-28
1007752,19914,20,6.19,2021-02-08
1000011,12368,5,36.49,2020-02-05
1000024,110568,4,52.19,2021-05-08
1007743,5821,3,44.69,2020-07-28
1000011,12882,1,9.85,2021-11-27
1000024,9821,2,50.48,2021-09-10
1000025,72232,4,54.90,2021-03-08
1007365,105319,7,26.46,2020-10-12
1000028,12886,2,7.72,2020-03-02
1007752,19550,80,1.62,2021-05-15
1007743,7157,4,8.17,2021-03-12
1000015,7641,30,22.04,2020-10-18
1008483,13157,11,9.22,2020-05-27
1004204,211111,1,36.01,2020-03-13
1000025,30414,2,10.69,2020-09-05
1000014,1284,3,27.03,2020-09-23
1003972,114904,2,14.38,2020-08-14
1001568,12252,1,25.35,2020-11-02
1000025,12228,1,119.79,2021-07-20
1007741,13101,5,16.88,2021-09-14
1005342,16969,1,11.20,2021-08-07
1000028,113856,1,754.98,2020-01-30
1000017,2901,3,38.32,2022-01-11
1000019,71148,1,52.40,2020-11-18
1000012,13156,2,10.66,2020-03-18
1003380,12833,3,26.20,2020-06-21
1000023,14675,4,105.83,2020-10-10
1007743,13150,14,7.21,2020-02-18
4000007,112926,1,24.17,2020-09-22
1007744,17021,6,16.40,2020-09-05
1003972,1199,1,35.86,2021-10-02
1000014,12938,3,9.34,2021-07-25
1000015,9878,3,45.02,2020-08-10
1003972,17551,1500,0.24,2022-01-18
1004204,169011,2,16.85,2020-05-20
1005086,9876,5,43.12,2020-01-29
4000007,16775,3,18.23,2020-07-30
1000015,17045,2,18.59,2020-05-31
1000024,7705,1,58.47,2021-04-14
1004204,10940,1,31.62,2020-09-30
1003972,16994,1,18.65,2020-10-31
1000028,11287,1,106.43,2022-01-06
1000020,2258,1,29.55,2021-12-10
1000020,14629,6,117.99,2021-12-28
1000028,212064,8,12.13,2021-10-11
1003380,5426,1,79.40,2021-08-02
1000017,12542,1,157.15,2021-05-18
1000011,8498,4,69.31,2021-12-02
1007742,2960,1,10.99,2021-06-13
1003972,13098,1,15.38,2021-01-23
1005342,13247,6,12.28,2021-09-29
1007744,10942,4,17.66,2021-07-17
1000028,13351,2,311.69,2020-06-08
1005009,1856,-1,40.00,2021-11-08
1000019,6598,25,31.08,2020-05-18
1000022,2532,4,24.23,2020-06-15
1000012,2404,2,139.52,2020-08-11
1000012,147267,3,26.58,2021-01-18
1004204,10878,12,39.58,2021-08-21
1000028,13593,5,213.92,2020-06-28
1001568,5115,2,26.40,2021-05-21
1007752,19541,30,0.84,2020-09-21
1007741,137807,10,29.31,2021-04-30
1000011,9817,1,37.09,2021-12-21
1000023,19068,2,46.61,2021-10-07
1000011,16656,1,21.23,2020-10-07
1000019,8935,8,25.44,2020-12-18
1000011,12271,1,9.25,2020-08-01
1007365,222864,2,13.78,2020-12-06
1000025,34219,1,3.96,2021-04-09
1008483,16828,1,12.34,2021-08-15
1000019,12936,2,19.28,2021-04-06
1000019,4028,1,25.98,2020-10-01
1000011,19913,15,80.31,2020-09-14
1007742,10798,2,10.99,2020-12-26
1008483,12232,5,14.60,2020-04-16
1003380,4247,6,39.28,2020-10-29
1008483,16661,1,35.08,2020-09-08
1007744,16919,1,17.66,2020-07-09
1000020,3054,1,29.55,2020-01-29
1000014,7458,100,0.39,2021-04-01
1004204,13051,4,21.50,2020-03-05
1000017,115504,3,49.46,2020-05-13
1007365,173782,2,5.98,2020-11-27
1000019,4321,5,24.57,2020-06-04
1000012,116684,1,171.84,2021-03-31
1000015,3602,1,19.28,2020-06-08
1000022,194906,1,28.62,2021-09-17
1007741,114353,1,45.62,2020-07-17
1003380,40952,1,15.05,2021-02-27
1003972,5762,1,240.46,2021-09-18
1000019,12095,2,20.96,2020-01-29
1000024,9959,3,8.77,2021-06-16
1007365,194872,8,17.84,2021-01-24
1000023,1465,1,151.51,2021-09-12
1000019,19453,1,213.19,2021-02-13
1000014,13149,38,7.89,2020-11-29
1004204,17040,1,11.80,2021-03-16
1004204,8896,2,21.89,2021-01-05
1000025,12545,4,122.29,2020-08-07
1000019,5147,1,77.66,2021-01-19
1007744,110209,3,329.32,2021-09-09
1006747,6019,4,12.79,2021-08-28
1003972,116363,2,46.43,2021-08-28
1003380,219661,12,36.76,2020-06-26
1000015,12097,1,30.87,2020-08-10
1006747,1354,0,22.07,2021-06-12
1007365,8099,37,32.76,2020-09-07
1000019,9300,3,43.09,2021-06-17
1007743,5810,1,78.26,2021-02-14
1007754,17004,1,17.42,2021-01-03
1000019,14727,2,113.25,2021-05-04
1008483,4449,2,44.69,2020-02-04
1003972,16672,3,12.76,2020-11-17
1000017,112992,3,67.90,2021-05-11
1000017,40428,7,12.79,2020-08-23
1005086,16734,2,23.54,2021-06-18
1005086,2536,2,32.28,2020-07-02
1000025,2310,4,107.65,2021-10-17
1003380,7761,2,12.46,2020-10-05
1007741,13264,2,170.31,2020-06-15
1005009,8099,14,32.76,2020-04-30
1007754,16914,5,17.21,2020-03-18
1000028,2008,1,76.64,2020-02-07
1003380,19611,6,10.75,2020-09-17
1006747,19612,2,12.49,2022-01-11
1000023,11104,1,30.57,2022-01-10
1000019,5270,5,23.30,2021-05-08
1005342,2850,-1,33.21,2020-04-04
1007743,3006,1,169.04,2020-04-04
1007741,16788,2,21.17,2020-11-05
1007742,13060,4,9.61,2021-06-26
1000028,15324,-1,147.81,2020-02-09
1007741,12028,1,347.22,2021-05-02
1005342,17119,4,10.18,2021-08-14
1005342,4398,-2,69.07,2020-11-21
1000019,9476,8,13.06,2020-10-02
1000025,203363,-1,450.46,2021-11-28
1007742,9403,2,42.91,2021-01-18
1005009,10696,5,69.91,2021-08-15
1004204,115956,2,17.39,2020-12-18
1003972,12917,1,121.08,2020-08-02
1000023,211133,2,32.43,2021-05-29
1000020,6023,-3,19.43,2020-08-16
1000012,19963,100,0.69,2020-02-16
1004204,2360,2,91.53,2021-11-23
1007744,16852,1,30.09,2020-01-28
1007741,14059,2,132.41,2021-09-22
1000022,17005,4,133.07,2020-12-28
1000024,5393,3,89.10,2020-03-10
1007365,173390,4,6.61,2021-01-04
1007741,137819,2,30.96,2021-04-28
1004204,5172,1,23.30,2021-05-11
1001568,2827,1,36.58,2020-04-25
1000025,19920,50,1.59,2020-12-14
1003380,7463,400,0.39,2021-01-01
1000017,17057,2,10.75,2022-01-18
1005342,10027,-1,158.56,2021-12-22
1000025,11941,2,13.20,2020-10-10
1007744,16678,1,2.94,2022-01-17
1000011,1733,6,24.36,2020-04-08
1008483,7608,3,8.02,2021-04-09
1000024,195609,2,20.57,2020-06-07
1007365,9002,1,60.69,2020-07-18
1000015,19536,20,8.26,2021-05-23
1000014,113035,1,22.97,2022-01-17
1007741,112928,11,23.09,2021-06-13
1000024,6115,4,63.52,2021-03-14
1000011,15163,10,136.97,2020-04-03
1000015,16117,4,14.75,2021-11-08
1007754,13124,4,18.41,2021-11-11
1000028,211078,1,17.63,2021-11-13
1000028,53369,5,17.45,2020-05-04
1000019,13488,1,137.69,2020-07-03
1000012,12830,2,24.60,2021-01-09
4000007,112969,1,46.64,2020-09-29
1005086,40762,1,6.76,2020-09-16
1007744,16952,1,28.89,2020-12-19
1007744,9463,2,143.91,2021-10-27
1003380,8087,1,38.05,2020-10-30
1005086,9415,0,150.09,2020-06-27
1008483,12389,1,17.87,2020-05-07
1007741,110103,1,175.23,2021-01-14
1000017,12299,6,9.78,2021-02-28
1005342,12858,2,159.13,2021-02-05
1000011,18809,6,1413.23,2021-09-11
1003380,9344,3,163.10,2021-02-04
1007741,19207,2,833.36,2020-03-23
1000017,40463,3,15.62,2021-03-01
1000022,19641,30,10.21,2020-11-02
1000017,45413,4,18.08,2020-09-09
1000011,10711,1,24.20,2020-11-21
1007744,16960,1,28.68,2020-09-04
1000022,223520,1,225.23,2022-01-15
1000025,16115,1,14.75,2020-06-15
1007754,11068,1,36.85,2021-08-12
1000024,112893,1,26.97,2021-05-10
1007365,1215,2,44.06,2021-06-27
1004204,13733,2,47.24,2020-06-27
1000015,115364,1,20.03,2021-08-08
1007741,112942,2,12.43,2020-02-28
1000023,34253,2,7.87,2021-01-19
1007741,30422,3,12.79,2021-11-22
1000015,4414,4,28.05,2020-05-05
1000023,6257,5,41.62,2020-05-14
1000028,15087,4,118.14,2021-09-25
1007752,5502,5,59.52,2021-06-27
1000015,9408,1,45.23,2021-08-19
1000019,12860,9,8.17,2021-01-06
1000015,7027,4,72.43,2020-03-22
1000012,211068,5,32.61,2021-11-15
1000017,5557,1,145.35,2020-04-14
1007742,17202,1,17.21,2020-02-23
1000017,104801,1,16.88,2021-11-29
1007743,11791,1,57.69,2020-06-14
1000017,14345,1,109.91,2021-10-10
1000017,1175,1,16.07,2021-08-18
1000017,1858,4,12.67,2021-11-06
1003380,13285,1,278.24,2021-10-09
1000028,117049,5,53.70,2021-09-23
1000011,112941,5,40.21,2021-09-27
1007741,211154,32,10.33,2020-11-04
1000019,210712,2,375.39,2021-06-05
1000015,15907,4,7.87,2021-09-12
1000028,7681,2,31.20,2020-09-18
1000012,110206,1,186.37,2021-03-29
1003972,16927,1,108.50,2020-12-03
1000011,40450,1,20.54,2020-08-06
1000014,11104,1,30.57,2021-11-18
1005086,19667,10,18.47,2020-12-05
1007744,5769,1,343.40,2021-03-21
1001568,18556,1,145.50,2020-06-21
1005342,16825,2,16.01,2020-10-22
1003380,12828,2,23.41,2021-04-21
1000028,4168,1,35.50,2020-09-16
1006747,13315,1,111.53,2021-10-25
1000028,9602,1,88.65,2021-10-11
1007741,12734,2,29.24,2020-11-06
1000028,8118,-1,105.11,2022-01-15
1004204,4365,6,52.10,2021-03-06
1000011,5864,2,143.40,2020-05-20
1007741,10116,3,68.41,2020-08-25
1007744,147529,3,44.84,2020-02-17
1000019,2901,2,38.32,2020-11-13
1003972,115548,1,55.86,2021-08-12
1000014,1465,1,151.51,2021-03-11
1005009,2262,12,9.28,2021-04-21
1003972,53278,1,51.32,2021-10-26
1000025,8713,4,26.49,2022-01-22
1000022,7712,6,58.20,2021-02-05
1005009,209099,46,8.86,2021-05-06
1000028,14366,1,141.96,2021-07-31
1000019,17171,2,85.56,2021-01-01
1007742,174125,6,7.41,2021-11-15
1006747,8304,1,51.86,2020-06-27
1000022,12182,2,26.36,2021-07-27
4000007,12161,1,12.07,2020-11-08
1007744,12990,4,16.76,2021-07-11
1000022,2269,1,15.47,2020-01-29
1007743,16779,3,33.06,2021-11-06
1000024,12741,1,25.08,2020-09-05
1000028,1413,62,8.29,2021-04-29
1000028,12334,2,27.21,2020-07-13
1000015,14394,2,88.44,2020-02-04
1007365,114539,4,36.40,2020-09-08
1007365,16777,2,29.07,2021-12-06
1000023,7458,100,0.39,2021-01-12
1006747,13233,5,17.39,2020-10-10
1000028,12111,1,8.14,2021-09-29
1003972,16846,3,12.22,2020-04-17
1000028,19821,14,68.11,2020-12-26
1000028,12490,7,110.84,2020-03-03
4000007,12280,2,10.30,2021-12-13
1006747,8164,1,43.00,2021-07-20
1007744,11076,1,18.02,2020-07-11
1000028,13173,6,9.22,2021-03-18
1000017,53352,3,24.36,2020-03-02
1000012,9838,1,15.17,2020-07-29
1004204,12256,7,9.86,2020-02-26
1000019,118692,1,138.47,2021-08-17
1000028,112923,9,29.85,2020-03-24
1000014,40946,1,24.05,2020-09-20
1007741,2254,21,41.80,2020-05-12
1000015,110161,1,305.11,2021-11-10
1000017,6510,-1,57.06,2020-07-18
1000022,53052,1,26.31,2020-06-12
1000017,5975,2,81.65,2021-07-29
1000028,13965,4,89.61,2020-12-04
1008483,15925,1,7.45,2020-06-04
1007741,211110,2,27.24,2020-07-13
1000020,116792,1,139.97,2020-09-18
1000014,19581,2,69.10,2021-04-25
1004204,5830,1,17.87,2020-08-28
1000028,9603,0,158.31,2021-04-07
1003972,2889,1,65.50,2020-12-18
1007742,10815,1,53.03,2020-04-04
1000025,34250,3,20.66,2020-12-03
1000012,9050,14,44.09,2021-03-26
1000028,17046,5,12.64,2021-02-25
1000019,17194,1,17.03,2020-06-22
1007744,147474,1,40.66,2021-01-26
1007365,8844,2,29.16,2020-03-04
1000020,13056,1,28.59,2021-01-23
1000012,13379,1,179.83,2020-03-15
1000012,6956,10,18.08,2020-12-07
1005009,16777,2,29.07,2021-06-20
1000022,9397,6,69.46,2021-11-16
1000020,211145,1,24.51,2021-11-10
1004204,8886,2,36.91,2021-12-08
1001568,10541,1,10.15,2021-05-11
1004204,116602,5,1.77,2020-03-06
1007741,15427,6,88.53,2021-05-23
1000019,21302,17,8.51,2020-12-22
1007741,10578,1,25.44,2020-03-19
1000020,219728,1,18.05,2020-02-04
1008483,12396,1,40.45,2020-04-29
1000023,211096,6,18.77,2020-03-23
1000024,9265,6,61.38,2021-09-18
1005086,10791,3,8.14,2020-10-10
1000011,7844,1,85.68,2020-09-09
1004204,9840,1,52.07,2021-04-12
1007754,211095,3,14.05,2021-05-07
1007743,13105,2,26.58,2020-10-13
1008483,13250,1,11.53,2021-07-15
1000028,45408,3,24.81,2020-11-04
1007741,45309,15,17.30,2021-01-12
1007741,112963,4,38.17,2020-03-16
1000024,11961,1,19.07,2020-09-08
1007365,2247,4,9.89,2020-02-22
1000028,147195,2,49.13,2021-05-13
1000022,116380,2,45.71,2020-07-14
1000022,45433,3,18.80,2020-09-09
1000019,114377,2,251.36,2021-03-22
1007742,115541,2,24.36,2021-09-10
1004204,116426,2,34.78,2021-03-29
1000025,13390,1,212.44,2021-06-03
1000028,16894,3,20.03,2021-09-30
1000020,10111,1,12.55,2020-05-06
1003380,10634,5,24.02,2020-05-25
1000028,8184,4,26.01,2021-02-18
1000017,65411,0,130.60,2020-03-30
1000025,10953,1,13.84,2020-09-01
1000017,19635,46,10.24,2020-12-01
1000025,6354,3,36.46,2021-12-14
1005009,2247,1,9.82,2020-12-10
1007741,137635,2,23.09,2021-11-28
1007742,40639,1,14.35,2020-11-04
1008483,12826,1,20.90,2020-06-23
1005342,2531,3,28.29,2021-06-30
1000012,11051,1,21.56,2021-01-24
1000024,6551,9,54.06,2022-01-24
1000015,1148,1,32.85,2021-04-28
1000024,16710,2,25.62,2020-10-02
1007742,173575,1,7.36,2020-09-02
1000025,219672,2,25.08,2020-03-13
1000015,16674,17,8.89,2020-10-07
1000028,12869,9,16.46,2021-09-17
1000014,4084,2,20.30,2020-07-01
1000025,11134,1,9.61,2020-03-12
1000025,110184,1,191.06,2020-04-11
1000028,7467,50,2.94,2020-04-15
1000012,13066,19,9.22,2020-10-30
1000024,17034,1,127.51,2021-10-18
1000012,10595,1,33.39,2021-09-06
1000028,15828,6,58.11,2020-02-28
4000007,112996,1,63.40,2020-02-03
1005086,11943,1,32.82,2020-02-15
1007741,2299,1,110.27,2020-02-08
1008483,113803,2,5.35,2021-04-24
1004204,11003,1,30.18,2021-07-22
1007741,16682,26,11.68,2021-06-26
1000019,10998,2,38.62,2021-07-14
1000022,219668,1,57.87,2021-03-19
1000025,16709,1,22.28,2020-06-23
1000024,19557,2,59.46,2020-02-18
1000022,210711,2,375.39,2021-08-06
1000024,1544,2,137.51,2020-02-10
1006747,45429,18,12.67,2021-02-09
1005086,17226,1,16.70,2020-04-03
1000011,15842,6,48.05,2022-01-23
1007744,195610,12,27.03,2020-12-18
1000015,219714,7,25.08,2021-09-23
1000022,16423,1,19.25,2021-01-30
1000012,15827,2,59.34,2020-07-31
1000019,4412,2,46.91,2020-07-03
1003380,114529,2,65.47,2020-11-27
1004204,16038,1,11.89,2021-08-04
1000022,116786,6,9.43,2021-05-24
1000012,110113,1,289.71,2020-09-02
1000011,10945,1,51.92,2021-12-24
1007365,14707,1,104.90,2022-01-22
1000012,205847,0,90.09,2021-09-01
1007365,17169,3,18.23,2020-10-18
1007743,6415,4,12.28,2020-05-26
1000020,4926,8,20.24,2020-05-09
1006747,205163,0,54.06,2020-08-13
1000022,2542,18,99.73,2021-05-14
1000028,7452,290,1.38,2021-04-05
1000025,5806,18,8.86,2021-09-17
1000022,206282,0,72.07,2020-08-24
1005086,19288,1,29.07,2021-11-11
1000019,12118,2,26.40,2021-01-02
1007741,16660,1,31.89,2021-05-22
1000028,30447,4,13.21,2021-06-04
1000028,19923,10,0.63,2020-11-26
1007742,11973,1,32.70,2021-05-10
1000017,6350,1,65.14,2020-12-11
1000011,194330,1,33.90,2020-11-30
1000022,12570,1,35.83,2020-08-05
1003972,13520,2,192.59,2020-04-09
1000011,19683,400,7.93,2021-04-21
1000022,13281,1,213.64,2021-10-07
1000011,10331,3,80.36,2021-02-03
1005086,10819,6,37.72,2021-08-31
1000015,7222,1,28.62,2020-02-04
1007752,5540,5,53.40,2020-08-08
1005086,12878,4,10.00,2020-03-24
1007365,71421,2,29.10,2020-02-06
1000011,114399,1,143.61,2021-12-02
1000014,17153,2,15.95,2020-10-22
1007754,13589,1,71.89,2020-07-13
1000019,104801,1,16.88,2020-09-13
1000022,7460,550,0.48,2020-02-04
1000019,1858,1,12.67,2020-04-15
1000015,108842,3,56.82,2020-12-03
1000019,1175,2,16.07,2021-03-29
1000017,12860,11,8.17,2021-02-10
1000022,2117,9,34.48,2020-05-12
1003380,19905,100,0.66,2021-11-04
1007741,219713,1,38.17,2021-05-22
1000022,9787,8,125.95,2020-06-22
1007744,12297,3,9.76,2020-11-16
1000011,16819,1,6.25,2020-03-24
1000011,9309,2,119.25,2020-04-16
1000028,7042,10,4.17,2021-10-11
1007742,6439,4,16.01,2020-09-23
1006747,4104,2,21.02,2020-12-04
1000019,16995,4,13.06,2021-05-27
1005342,12844,1,28.05,2021-04-09
1000028,10665,43,17.42,2020-11-14
1000024,147160,1,48.68,2021-09-01
1000022,19673,20,6.76,2021-02-14
1000023,45421,5,26.88,2020-08-13
1007742,116519,3,12.67,2021-01-23
1000024,7455,120,0.39,2021-11-03
1000019,205308,4,180.19,2021-08-15
1000019,40463,14,15.62,2021-03-09
1000028,53361,1,16.61,2020-03-20
1003972,115540,3,29.85,2020-12-12
1000019,45413,6,18.08,2020-02-28
1003972,10685,1,15.62,2021-05-12
1000022,116705,2,196.88,2021-07-28
1007365,14533,4,96.46,2020-08-19
1007365,19835,20,1.02,2020-04-14
1007742,11002,1,18.41,2020-05-18
1000014,191380,1,206.04,2022-01-13
1007365,211129,2,20.90,2020-09-16
1000024,5966,4,87.90,2021-12-01
1000019,12299,7,9.73,2021-12-08
1000020,5973,1,151.51,2021-05-10
1007754,16921,2,17.66,2020-05-18
1007742,114833,4,5.26,2021-08-19
1000025,202528,2,0.90,2021-06-20
1000024,14762,2,115.38,2021-11-04
1000024,13252,2,8.29,2020-10-22
1000020,147214,1,43.70,2020-02-06
1004204,2996,1,37.99,2021-11-02
1007752,5498,5,53.40,2021-05-14
1007743,34242,1,8.86,2020-03-21
1000024,205752,2,108.11,2021-09-01
1000022,211091,48,25.26,2020-03-28
1007742,147485,2,34.57,2020-05-09
1007741,18810,360,38.17,2021-07-24
1000023,9587,4,36.04,2021-12-14
1006747,16700,5,30.75,2020-09-25
1000011,19900,100,0.66,2020-09-27
1007743,15620,2,12.28,2021-01-26
1000025,7799,1,90.27,2020-04-15
1000015,10921,7,9.16,2020-07-13
1000014,115857,2,8.88,2020-08-10
1007742,19291,1,32.04,2020-03-24
1004204,13059,2,27.63,2021-10-23
1007754,5551,5,23.90,2021-12-25
1000025,112896,4,23.03,2020-10-24
1000022,116382,1,53.33,2021-12-23
1007365,9497,2,37.09,2020-03-24
1004204,8436,1,65.32,2021-09-11
1000025,15719,10,13.48,2021-02-13
1000019,8655,3,65.23,2020-05-01
1000020,19850,10,32.70,2021-06-30
1000019,17057,2,10.75,2021-05-03
1000015,53083,2,33.06,2020-05-03
1005009,9497,1,37.09,2021-12-20
1004204,207445,1,66.01,2021-04-19
1004204,210612,1,300.31,2021-10-20
1000020,10928,1,11.53,2021-09-03
1000020,6119,2,73.16,2021-02-22
1000023,16701,2,28.26,2020-12-14
1007742,173564,1,7.45,2021-09-12
1004204,116542,2,13.93,2021-10-30
1000019,45418,1,20.60,2020-05-13
1000015,116964,2,13.00,2020-11-30
1000014,12875,2,11.80,2021-07-26
1000011,5179,1,162.17,2021-09-17
1001568,12249,1,116.16,2020-11-29
1000020,3776,2,11.53,2021-07-10
1000017,9476,4,13.06,2021-03-15
1007754,14627,2,98.62,2020-06-27
1000014,7022,12,63.88,2020-03-24
1007743,13096,4,21.74,2021-04-26
1005009,7708,-1,160.97,2020-08-25
1000015,147580,1,58.41,2020-09-23
1000024,17218,2,36.16,2021-11-27
1006747,1621,9,13.06,2021-05-07
1000015,211080,1,14.05,2020-06-01
1000020,10666,1,19.64,2022-01-07
1003380,8897,2,36.40,2020-09-10
1000011,2114,2,62.46,2021-11-10
1007365,13506,10,102.48,2021-08-14
1007741,17707,4,36.04,2021-07-16
1000011,194908,1,66.94,2020-08-09
1003972,204409,-3,360.37,2020-11-15
1007741,10901,1,55.11,2020-09-12
1005009,13289,1,168.50,2021-07-15
1004204,116313,1,51.80,2020-07-01
1000011,12332,1,120.54,2021-06-11
1007744,12568,1,26.01,2021-06-27
1003972,14275,4,107.63,2021-04-16
1000011,7620,20,13.27,2021-08-13
1000017,5270,-1,23.30,2020-10-06
1000015,10924,1,14.60,2020-02-23
1003380,110505,1,10.00,2020-12-08
1007365,115521,1,38.50,2020-11-28
1000028,13367,2,224.21,2021-07-09
1000012,4297,4,60.30,2020-02-25
1000025,147342,2,48.29,2020-12-03
1007741,8757,8,33.57,2020-01-28
1000022,12937,10,15.35,2020-07-07
1000015,12179,3,17.83,2021-09-19
1005086,114547,17,7.78,2020-06-10
1000011,5306,10,14.05,2021-09-29
1007752,13519,3,405.30,2020-03-28
1000028,1571,4,75.14,2021-08-18
1000019,40428,2,12.79,2022-01-23
1005086,2146,1,25.26,2021-06-26
1007741,206225,0,108.11,2021-09-11
1003380,5381,1,145.50,2020-05-17
1000014,13634,1,39.46,2021-07-20
1000025,40476,1,14.05,2020-12-19
1000022,18455,1,167.90,2020-12-13
1007741,3797,1,43.45,2021-04-23
1007741,10135,0,19.49,2020-08-14
1007754,1183,1,51.23,2020-11-09
1000024,2250,1,9.97,2021-02-03
1005086,3681,-2,122.71,2020-02-02
4000007,12830,1,24.23,2021-04-30
1000025,2273,3,23.21,2020-08-18
1000023,1284,1,27.03,2021-11-04
1003380,19384,6,10.42,2020-09-25
1007754,13537,4,72.43,2020-12-16
1000012,13588,3,41.28,2020-03-25
1007741,13948,2,135.89,2020-02-16
1003380,114939,1,3.63,2021-08-26
1004204,13501,2,58.29,2021-11-02
1007741,12002,1,18.35,2021-09-03
1005009,13506,2,103.67,2021-07-11
1000020,7611,5,8.80,2020-10-14
1008483,112916,14,16.01,2021-04-14
1003380,114335,3,54.24,2021-04-18
1005086,30409,4,9.28,2021-07-05
1003972,205866,-1,108.11,2020-04-24
1000020,12870,4,17.75,2021-03-12
1000017,12095,2,21.26,2020-04-03
1006747,12899,2,9.22,2020-04-02
1000017,4321,4,24.57,2021-09-15
1003972,1172,1,36.40,2020-02-06
1000022,45399,1,8.38,2020-09-18
1007741,222277,4,12.82,2021-12-13
1006747,13043,18,19.82,2020-11-06
1000014,40955,1,29.55,2020-06-21
1007744,12465,2,33.66,2021-12-11
1000023,211087,2,35.29,2021-12-14
1000022,10874,1,31.11,2021-08-30
1000019,15242,2,152.14,2021-02-27
1000015,17703,12,13.42,2021-09-18
1000023,12813,2,19.01,2020-08-04
1005342,2897,1,2024.39,2021-05-04
1000020,6356,4,36.46,2021-12-18
1005086,12636,1,26.01,2020-05-21
1003972,2307,3,56.04,2020-09-04
1000011,12248,4,24.98,2020-08-31
1000020,8510,1,42.67,2021-07-19
1005342,4423,4,61.08,2020-05-25
1000023,40806,2,13.36,2021-09-20
1007754,4093,-1,21.02,2021-03-15
1007744,1731,20,5.20,2021-01-22
1007365,112937,1,26.49,2021-11-05
1004204,16676,7,13.15,2020-02-11
1000017,12936,5,19.28,2021-09-29
1000028,40462,8,10.99,2020-10-06
1000019,206220,1,90.09,2020-06-18
1000028,15909,4,26.70,2021-08-19
1006747,45319,15,18.44,2020-10-04
1000012,147260,1,32.76,2021-03-11
1000020,15747,1,139.40,2021-12-16
1007741,19649,1,36.25,2022-01-21
1000019,13194,4,18.29,2020-10-17
1007741,5979,4,66.85,2020-02-22
1000020,7633,1,17.45,2021-10-22
1008483,13249,1,9.76,2020-09-22
1007743,9805,3,20.36,2021-05-14
1000025,12714,1,19.01,2021-04-20
1006747,7800,2,69.25,2020-11-19
1000028,4736,1,30.03,2021-12-05
1000017,6598,9,31.08,2020-09-10
1007752,18805,18,10.27,2021-12-04
1005009,17007,1,133.07,2020-03-09
1000025,6043,6,43.57,2020-03-30
1007741,13111,10,21.50,2021-01-13
1004204,173553,2,23.30,2020-06-02
1004204,191296,1,213.16,2021-11-05
1000023,10744,7,41.62,2020-07-13
1000019,3057,9,18.17,2021-05-04
1000019,110217,3,252.20,2020-09-25
1003380,195610,6,27.03,2021-07-24
1005342,19591,2,74.33,2021-07-06
1000015,15725,6,96.46,2020-08-19
1000015,30393,2,12.94,2021-05-05
1005342,1379,-1,25.44,2021-08-10
1007754,1170,-1,28.98,2020-09-17
1007754,4448,4,26.58,2020-10-18
