tuote,koodi,tuoteryhma
47855,2128522943401,5360
47856,2127160770403,5360
47857,2127155377403,5360
47858,2121610364403,5360
47859,2127854442403,5360
157108,QTS8509284128,1260
47860,2127319565403,5360
74118,1204565949643,40015
74119,1208251495643,40015
47861,2124978281403,5360
47873,21277814443,5360
47874,2122161894443,5360
74108,09883740096AH,5910
74159,1235471449010,5285
74160,1234316085010,5285
74161,1233774776010,5285
74162,1233715647010,5285
74169,1237150434010,5285
74174,1232771978020,40015
74171,123731210011,5285
74172,12358188011,5285
74175,1235461468020,5285
74177,1233514274021,5285
74178,1238277717021,5285
74189,1235024988021,5035
74219,1238433442050,5285
74287,123208677433,5275
74234,1231864739050,40015
74288,1237054044433,5275
64819,0286590829013,5090
8060,0985301990659,5005
47875,2122970589444,5360
47877,2129171639444,5360
47878,212274156446,5360
48016,2331472045109,5360
48017,2336960820109,5360
48018,2333177147109,5360
58415,F009725795M14,5360
58546,F008470358M99,5360
5085,0986474238659,5005
24854,0332671979110,5360
37032,1007177082433,5360
37033,1004330737433,5360
51548,0009261775123,5450
37034,1003486146433,5360
37035,1004217573433,5360
37165,100862928500,5360
37166,1008897537500,5360
37167,100960576500,5360
37307,1006948528582,5360
37309,1004460560582,5360
37310,1001358111582,5360
37311,1001999991582,5360
37943,1128486303020,5360
37944,112122619020,5360
37977,1125058227032,5360
38005,1128368442055,5360
38006,1126109660059,5360
38009,1121844525059,5360
5854,1197876070731,5360
39612,1197187711731,5360
39815,1334216515321,5360
39185,1128336801701,5360
65738,0282243936021,5015
232437,1216629004205,4810
74434,1234905064473,5285
74390,1233565677433,5275
31685,098170122601,5450
31686,0984253291601,5450
31690,0983712688601,5450
31704,0985601560601,5450
31705,0989652371601,5450
31713,0983029050601,5450
31716,0987280652601,5450
31718,098460076601,5450
31720,0984304867601,5450
31724,0984693235601,5450
31738,0983567074601,5450
64820,0285309417013,5090
74422,12318793447,5285
74424,1231558229448,5285
74407,1239964504443,5285
74415,1234911710443,5285
71787,0988386255647,4060
157267,QTS9122002140,1260
31819,0984207967601,5450
64821,0288310465013,5090
64822,0282620512013,5090
74540,1231709514701,5285
74541,1231356536701,5285
74543,1238448105701,5285
74544,123389852701,5285
74545,1238940570701,5285
74548,1234125099701,5285
16512,0284005087013,5090
74554,1239944343701,5285
74559,123734827701,5285
74571,1233034337701,5285
74578,1236065958701,5285
74580,1239609881701,5285
74581,1233897121701,5285
74584,1236793545701,5285
74659,1238260028703,5285
74664,1237146022712,5280
74672,1236069044712,5280
74658,1237961269703,5285
74660,1237644618703,5285
74661,1235701713703,5285
74622,1237169555701,5265
74625,12385857701,5265
74737,1232783285712,5280
12285,0439038985221,40019
64836,0289536752013,5090
85245,1697507558510,8040
64838,0284440205013,5090
74778,1231697585712,5280
74779,1238440515712,5280
74798,1237814100712,5280
74799,1232862633712,5280
74796,123159102712,5280
74752,1232625240712,5280
74800,1238694966712,5280
74784,1237416257712,5280
74813,1235060748712,5280
231956,C145015539178,2315
64839,0288024666013,5090
74867,1267743696591,40008
74876,1262060477591,40008
74882,1267271794591,40008
74889,126711372591,40008
74892,1266926981591,40008
74893,126855205591,40008
74881,1264672804591,40008
74888,1269514048591,40008
104485,0283585281100,5090
157499,QTS3676463840,1260
74910,1268081640591,40008
74905,1264121394591,40008
232439,JTF2884323569,4810
66049,0289936316100,5090
162968,9315301208865,2330
232035,6536668679400,1170
75006,1278310424300,40008
157645,QTT1330758117,2030
217303,2054762515.00,2590
217304,2057319383.00,2590
75128,1302287156031,40009
75084,1278043821300,40008
75097,1284556878447,40015
75102,1289238916448,40015
75107,1285585464448,40015
75098,1288305857447,40012
75079,127700273300,40008
75081,1273325667300,40008
75078,1272578456300,40008
75092,1279672087300,40008
75093,1271111908300,40008
75094,1273434233300,40008
75095,1272081458300,40008
75096,1275387616300,40008
75100,1289039343448,40012
75089,1277927330300,40008
231958,MFS54389282.5,23110
66218,0285133429100,5090
12528,0989039822661,8040
72508,0982533258647,4030
72509,0984096171647,4030
72511,0988501958647,4030
72512,0984633825647,4030
107179,0268377715500,5095
107180,0265830618500,5095
74987,1266583831596,40008
32343,0983415446602,5450
231957,5002321478569,4030
109100,F006011170TE,2760
102187,0982069520659,5005
102188,0988799457659,5005
32359,098394182602,5450
66179,0285371625100,5015
73880,0988946452658,2760
73884,0988302605658,2760
32344,0989101052602,5450
32350,0989827013602,5450
102185,0987026285659,5005
102186,0983923651659,5005
109184,09831605659,5005
32358,0984646787602,5450
32360,0987961245602,5450
63927,0265761312500,5005
5164,0985612316659,5005
73897,098593044659,5005
73902,0986680237659,5005
63315,0266159438500,5005
32361,0983902381602,5450
32363,0986864367602,5450
32375,0988326282602,5450
157749,QTT4455191285,2030
157751,QTT7913326288,2030
157754,QTT823756293,2030
109185,0981847505659,5005
72617,0988733084647,4030
72618,0989450880647,4030
72619,0984609433647,4030
72659,0988593691647,4030
64578,0262795932525,40008
72660,0989110706647,4030
72603,0982722687647,4030
75268,1303542608523,40009
72604,0987825695647,4030
72605,098783536647,4030
72606,0984348993647,4030
72607,0982095052647,4030
72608,0984170107647,4030
18425,0264046051500,5005
63677,0264292424500,5005
107206,0267062317500,5005
63900,0268474424500,5005
63870,0261525951500,5005
9148,0267135200500,5005
63723,0261549964500,5005
63724,0261757064500,5005
18419,0267083501500,5005
217305,205259672.00,2590
19717,0982459585659,5005
5163,0986795523659,5005
5162,0983168542659,5005
73896,0987230031659,5005
8022,0986256452659,5005
73905,098151626659,5005
73907,0983915216659,5005
73908,0988422970659,5005
73895,098487333659,5005
73909,0983535604659,5005
73910,0984631771659,5005
109180,0988073708659,5005
109182,0987812686659,5005
157758,QTT8105941298,2030
73906,0989315822659,5005
2020,0988576266659,5005
109181,0982605321659,5005
102179,0982251728659,5005
5167,0989944219659,5005
7974,0984110387659,5005
5170,0986559038659,5005
63752,026838083500,5005
63753,0264599839500,5005
102180,0986784505659,5005
8586,0269372912500,5005
63796,026650920500,5005
109183,0984335318659,5005
63886,0262463078500,5005
63887,0263087702500,5005
63888,026599084500,5005
63889,026147346500,5005
105197,0988422209659,5005
105198,0985739998659,5005
105199,0985270067659,5005
70415,0983937141634,5090
63890,0266740861500,5005
63382,0267887825500,5005
63414,0269746781500,5005
107181,0269037035500,5005
63817,0261833250500,5005
63818,0267500319500,5005
63819,0261640066500,5005
157789,QTT3244729356,2030
63830,0266364888500,5005
63831,0267477266500,5005
63284,0261443948500,5005
8619,0267562093500,5005
63286,026729789500,5005
63287,026485838500,5005
63824,0264353467500,5005
63825,0267501988500,5005
63798,0268715762500,5005
63288,0267217829500,5005
75387,1309279849554,40009
18409,0267203182500,5005
63630,0267520653500,5005
63632,0262957799500,5005
63588,0264042757500,5005
63759,0264260320500,5005
63760,0268133334500,5005
63761,0269419011500,5005
63762,0268608505500,5005
63763,026494156500,5005
63764,0261644136500,5005
63823,0262089568500,5005
8922,0261176814500,5005
18423,0269499666500,5005
18421,0265341006500,5005
63827,026306012500,5005
63828,0269203558500,5005
63829,026139913500,5005
8126,0266677510500,5005
107205,0267438260500,5005
63873,0269795952500,5005
63874,0268906768500,5005
72911,0983220153647,4030
63878,026960948500,5005
63879,026948818500,5005
63880,0266732177500,5005
63891,0267505308500,5005
63894,0267866662500,5005
63895,0267831379500,5005
63896,0264173013500,5005
18424,02626254500,5005
63898,0265441930500,5005
63899,0261715166500,5005
63906,0265457784500,5005
63907,0264150648500,5005
63910,0263503887500,5005
63911,0264492751500,5005
63914,0267504288500,5005
63928,0269116879500,5005
63929,0263942850500,5005
63930,0269318664500,5005
63931,0266305401500,5005
63932,0262008717500,5005
75386,1301022640554,40009
63404,0269357941500,5095
72910,0984927896647,4030
72912,0985052674647,4030
72913,09877434647,4030
72914,0987511344647,4030
72915,0985450418647,4030
109465,0269168727500,5005
63684,0268762967500,5005
63875,0262262000500,5005
63476,026436605500,5005
109464,0269535992500,5005
63854,0269154328500,5005
63876,0269325288500,5005
18426,0267734103500,5005
63933,026270457500,5005
63897,0268046760500,5005
63602,0267857664500,5005
63646,0268527520500,5005
63915,0267067870500,5005
70417,0988655683634,5090
9188,0269772266500,5005
63572,0261451918500,5005
107192,0262913748500,5005
63651,0268404280500,5005
63671,0263807712500,5005
63672,0262273547500,5005
63673,0269432517500,5005
63674,0263039888500,5005
63694,0263895327500,5005
63695,0267027212500,5005
63696,0267024107500,5005
63697,0267373417500,5005
63698,0266969798500,5005
217306,2057707754.00,2590
63717,026159544500,5005
63718,0262459837500,5005
157831,QTT5475386417,2030
63744,026570395500,5005
63772,0269774791500,5005
63845,02634325500,5005
63331,0267647320500,5005
63332,0263006070500,5005
63333,0264967639500,5005
63350,0269021304500,5005
63551,0266314978500,5005
63712,0261809931500,5005
63713,0268675570500,5005
63806,0269506549500,5005
63487,0268005266500,5005
63488,0262721295500,5005
63489,0261859451500,5005
63507,0264801691500,5005
63515,0265953012500,5005
63498,0263430404500,5005
63499,0263260582500,5005
63500,0267262730500,5005
63501,0267087855500,5005
217307,2053151502.00,2590
63502,0265015902500,5005
63503,0263007626500,5005
63535,0266908478500,5005
63576,0265464189500,5005
63577,0261442496500,5005
63578,0261302367500,5005
63709,0261525198500,5005
63711,0264818469500,5005
63714,0269929232500,5005
18416,0267370611500,5005
63722,0261107711500,5005
63869,0264057097500,5005
9327,02647428500,5005
63872,026981143500,5005
63892,0267979095500,5005
63417,0261986864500,5095
75616,0123317547451,5340
63893,0265163094500,5005
63301,0269018951500,5005
63308,0268664709500,5005
63318,026304870500,5005
63344,0269605723500,5005
63365,026653461500,5005
63379,0267172502500,5005
107162,026279656500,5005
63416,0266063042500,5005
63838,0264199601500,5005
9260,0265534916500,5005
63306,0268139093500,5005
8621,0269780904500,5005
107185,0264782763500,5005
63516,026668035500,5005
217308,2062877555.00,2590
63520,0262503332500,5005
63538,0262455675500,5005
63539,0268193528500,5005
63540,0265993321500,5005
63541,0261935439500,5005
63595,0264912281500,5005
18413,0261257050500,5005
157901,QTT8874841525,2030
63788,0267112929500,5005
217309,2066619627.00,2590
70418,0987573639634,5090
63596,0267615176500,5005
63881,0263454840500,5005
63882,0264996821500,5005
63517,0264492604500,5005
2916,1686712951446,8040
70419,0989390074634,5090
75743,1305071858702,40009
63791,0265415764500,5005
63792,0269741708500,5005
63794,0264413877500,5005
63795,0265869985500,5005
63833,0269183817500,5005
63841,0262973045500,5005
63857,0266843353500,5005
63859,0264562841500,5005
63793,0264614580500,5005
63937,0264944553500,5005
63938,0266028466500,5005
63939,0264473926500,5005
107207,0261064212500,5005
63840,0261549951500,5005
63335,0265494782500,5005
63505,0265636958500,5005
63273,0269299457500,5005
63274,0268030554500,5005
63275,0269636105500,5005
63277,0268389938500,5005
63278,0265008074500,5005
63279,0269555543500,5005
8023,026859692500,5005
107156,0262015778500,5005
107163,0265609765500,5005
107164,0264340437500,5005
9312,0267265926500,5005
221030,0988673124648,4065
217310,2063616188.00,2590
63292,0263572479500,5005
107169,0263301434500,5005
107171,0263667628500,5005
9189,0261362287500,5005
63295,0262047884500,5005
63297,0269673942500,5005
63298,0263769751500,5005
217311,206509871.00,2590
63319,0261295199500,5005
63326,0261004623500,5005
75800,1306971985702,40009
63329,0269106896500,5005
63330,0262133640500,5005
63334,0264095971500,5005
217312,2067383827.00,2590
63291,0261252309500,5005
63337,0267823662500,5005
63338,0269718818500,5005
63346,0264381333500,5005
63349,0262427982500,5005
63354,0269094034500,5005
63355,0261910201500,5005
63356,0263559795500,5005
63357,0263458788500,5005
63358,0262916251500,5005
63359,026895285500,5005
18405,026289756500,5005
63360,0269772917500,5005
63362,0262640573500,5005
63380,0265903300500,5005
63385,0262961140500,5005
63386,026362477500,5005
63387,0265361824500,5005
63388,0268872636500,5005
63389,0269436725500,5005
63392,0263575239500,5005
63393,0265657003500,5005
63394,0267898446500,5005
63336,0265350108500,5005
63339,0268870002500,5005
75886,1353296915446,5285
75856,1303362898732,40009
75881,1359106137101,5910
75922,F0149889778B0,40015
75887,1416502569000,40015
75888,141130568000,40015
63361,0264611607500,5005
75895,1413971143001,40015
75896,1414772566001,40015
75897,1415647720001,40015
75898,1416624807001,40015
75899,1416161950001,40015
75900,1414384874001,40015
75901,1417943584001,40015
75902,1414314754001,40015
75913,1416259518002,40015
75917,1411166334010,40015
75918,1415615162010,40015
75919,1419221284010,40015
75925,1412649634010,40015
75885,1354973079139,5910
75914,1417136366010,40015
75941,1413768441010,40015
76014,1418276280020,40015
217313,2067138488.00,2590
158110,QWB2050695109,1420
158136,QWB4174975112,1420
76088,1418307570030,40015
76129,1419681922036,40015
217314,2066598574.00,2590
102978,0986802670634,5090
102979,0988406333634,5090
76166,1414747459050,40015
76167,141441754050,40015
76168,1413367204050,40015
76169,1413799085050,40015
76171,1416129300050,40015
76179,1415754518050,40015
76180,1418095279050,40015
76181,1418136721050,40015
76182,1416068113050,40015
76183,141963383050,40015
76184,1417839990050,40015
76165,1417716422050,40015
76234,1419154922101,40015
76235,1416772610101,40015
76236,1414764112101,40015
76237,1419629398101,40015
223632,3128197410063,23118
217315,2064283219.00,2590
76293,1414774963103,40015
12938,1986237245743,2340
12931,1981484817743,2340
76367,1413499954330,40015
76366,1414157550330,40015
76368,1415765668331,40015
76371,1416885580331,40015
76373,1414357263331,40015
76374,1411423943331,40015
76375,1413224751331,40015
76369,141636244331,40015
76370,1412646046331,40015
217316,2062301709.00,2590
76447,1414087144340,40015
217317,206196888.00,2590
217318,2065483584.00,2590
217319,2067954424.00,2590
217320,2067728495.00,2590
217321,2063979794.00,2590
217322,2067866529.00,2590
217323,2061300510.00,2590
217324,2069388199.00,2590
217325,2061582662.00,2590
217326,2065539315.00,2590
217327,2063917265.00,2590
217328,2069954359.00,2590
217329,2067010294.00,2590
217330,2064087410.00,2590
217331,2078135229.00,2590
217332,2077107407.00,2590
217333,2072540193.00,2590
217334,2078546997.00,2590
217335,2071100568.00,2590
217336,2079945890.00,2590
217337,207825305.00,2590
217338,2077662057.00,2590
217339,2071772994.00,2590
217340,2071120576.00,2590
217341,2078634681.00,2590
76510,1417499533346,40015
217342,2078902879.00,2590
217343,2075455609.00,2590
217344,2073569868.00,2590
217345,2077767803.00,2590
217346,207269105.00,2590
217347,2075055570.00,2590
217348,2079077420.00,2590
217349,2072718708.00,2590
217350,2077040457.00,2590
217351,2076783668.00,2590
217352,2077178339.00,2590
217353,2075825895.00,2590
217354,2084635968.00,2590
217355,2085829155.00,2590
217356,2089281874.00,2590
217357,2081930448.00,2590
217358,2084397507.00,2590
217359,2086722622.00,2590
217360,2085128961.00,2590
217361,2082667993.00,2590
217362,2081651765.00,2590
217363,2081748714.00,2590
217364,2087860394.00,2590
217365,2085710696.00,2590
102889,0982134925634,5090
195621,JTS3170843277,1145
217366,2089124072.00,2590
217367,2087674383.00,2590
70319,0983494930634,5090
217368,2085226741.00,2590
13022,1984377773743,2340
76766,1415988951560,40015
217369,2083792234.00,2590
158706,QWB463488768,1420
158738,QWB2618625812,1420
217370,208173522.00,2590
217371,2088115867.00,2590
158719,QWB1923609787,1420
217372,2081843886.00,2590
217373,2085892279.00,2590
158690,QWB5049026746,1420
217374,2093018725.00,2590
217375,2096941938.00,2590
217376,2091019453.00,2590
217377,209595226.00,2590
217378,2093964169.00,2590
217379,2098406169.00,2590
217380,2096370748.00,2590
217381,2091056378.00,2590
217382,2091508280.00,2590
217383,2091392405.00,2590
217384,2091453148.00,2590
217385,2092388470.00,2590
217386,2094766346.00,2590
217387,2095993709.00,2590
217388,2098765986.00,2590
76812,1419805334600,40015
76848,1417435149609,40015
217389,2092132084.00,2590
217390,2097105714.00,2590
217391,2092319340.00,2590
217392,2096974939.00,2590
217393,2099768220.00,2590
217394,2092767741.00,2590
70320,0985868720634,5090
76899,1416737713611,40015
76974,1415967949612,40015
76973,1417315913612,40015
76977,141460210615,40015
76978,1413011436615,40015
217395,2091153227.00,2590
217396,2096049026.00,2590
217397,20934134.00,2590
217398,2096838250.00,2590
217399,2094178760.00,2590
77037,1413811347701,40015
77038,1413625233701,40015
217400,2099830724.00,2590
217401,2098941249.00,2590
217402,2095278657.00,2590
77141,1426840177010,40015
77115,1424415235002,40015
77184,1428431328010,40015
77185,1428242170010,40015
77186,1429102555010,40015
77189,1425618164010,40015
77190,1427519845010,40015
77191,1428180658010,40015
77192,1423834570010,40015
77193,1423102582010,40015
217403,2095527214.00,2590
195672,MCB5058083542,4040
77248,1421464774010,40015
159216,WA66365541457,2310
217404,2098610828.99,2590
217405,2092843245.99,2590
217406,2093491953.99,2590
217407,2101305375.00,2590
232440,JTF230636569,4810
232441,1214783863205,4810
232442,1215822193205,4810
232444,1214532041200,4810
232445,1213083062205,4810
232446,1213575783205,4810
232447,1211160834206,4810
77401,142370397032,40015
217408,2105750648.00,2590
232448,1212875618206,4810
232449,1219721344206,4810
217409,210326420.00,2590
217410,2102377676.00,2590
217411,2102270331.00,2590
217412,210153258.00,2590
217413,2102461160.00,2590
217414,2109585438.00,2590
217415,2101029394.00,2590
217416,2105041608.00,2590
232450,1218539144207,4810
232453,JTF4875618190,4810
77528,142445058050,40015
77542,1428147425050,40015
77550,1425660903050,40015
217417,2108383796.00,2590
217418,2101065756.00,2590
217419,210705666.00,2590
217420,210308373.00,2590
217421,2101140955.00,2590
217422,2109930071.00,2590
217423,2107442639.00,2590
217424,2101063414.00,2590
217425,2109238637.00,2590
232454,JTF6328366190,4810
232455,JTF6794926190,4810
232456,JTF9721166190,4810
232458,1213389324201,4810
77567,1429501850050,40015
77621,1425287569050,40015
77553,1422910305050,40015
77622,1426399699050,40015
74705,1231911587712,5280
77700,142748919058,40015
77637,1429731481050,40015
77638,1428759518050,40015
77639,142680699050,40015
77677,1429496998050,40015
77719,1428194743101,40015
217426,2101777285.00,2590
195719,MCB2971538621,4040
77874,1426728077190,40015
77876,142518986190,40015
217427,2103007121.00,2590
217428,2108376353.00,2590
217429,2108878840.00,2590
217430,2106575441.00,2590
217431,2104806223.00,2590
77955,1429877036193,40015
77956,1429932210193,40015
77957,1426117899193,40015
217432,2101100066.00,2590
217433,2107612343.00,2590
217434,2104931034.02,2590
217435,2102248949.05,2590
217436,21021279.05,2590
217437,2108692336.05,2590
217438,2101912568.05,2590
217439,2103802943.05,2590
217440,2101057159.05,2590
217441,2107650070.05,2590
217442,2103433837.05,2590
217443,2101338898.05,2590
217444,2108742066.05,2590
217445,2108491469.05,2590
217446,2106426608.05,2590
217447,2105022063.05,2590
217448,2106592333.05,2590
217449,2103460352.05,2590
217450,2101633256.05,2590
78042,142300162201,40015
78063,1425987861206,40015
217451,2113720323.00,2590
217452,2115725017.00,2590
217453,2112560936.00,2590
217454,2118180609.00,2590
217455,2118983577.00,2590
217456,2113712979.00,2590
217457,2118726620.00,2590
217458,2111118876.00,2590
78203,1424936799331,40015
217459,2117703714.00,2590
217460,2126556066.00,2590
217461,2124440074.00,2590
78295,1427544802345,40015
78319,1421822413346,40015
224741,C305546884130,2315
73084,0981673496648,40008
78362,1426558580350,40015
78365,1423365604352,40015
78382,1426488248352,40015
217462,2121646816.00,2590
221031,0985181624648,4065
78438,1424506816461,40015
78435,1421794378461,40015
78436,1423425390461,40015
221032,0984806114648,4065
78559,1429618579461,40015
78517,1427372132461,40015
78518,1421061937461,40015
78519,142520417461,40015
78521,142520072461,40015
78520,1427993142461,40015
78615,1424350227464,40015
78587,1421370425463,40015
78588,142614433463,40015
78647,1428272664465,40015
78648,1424447464465,40015
78679,1426335958465,40015
78657,1426866575465,40015
78658,1428844296465,40015
78659,142427022465,40015
78660,1429456338465,40015
78656,1429623425465,40015
78725,1424717542512,40015
78726,1421828812515,40015
217463,2129439734.00,2590
217464,2129563313.00,2590
217465,2127626271.00,2590
217466,2121343510.00,2590
217467,2127195999.00,2590
217468,2129804567.00,2590
217469,2124132060.00,2590
217470,2122726057.00,2590
217471,2127313420.00,2590
217472,2127486377.00,2590
217473,2128964177.00,2590
217474,2123221233.00,2590
217475,2127386384.00,2590
217476,2128436154.00,2590
217477,212715815.00,2590
217478,2127443709.00,2590
217479,2123904586.00,2590
217480,2121491760.00,2590
217481,2128763453.00,2590
217482,2122437359.00,2590
217483,21327789.00,2590
217484,2133945103.00,2590
217485,2134853838.00,2590
217486,2137100195.00,2590
217487,2139666991.00,2590
78810,1424862927562,40015
217488,2135962629.00,2590
217489,2135265226.00,2590
217490,2132828344.00,2590
217491,2139824713.00,2590
217492,2132053913.00,2590
217493,2131342669.00,2590
217494,2138886534.00,2590
217495,2135156251.00,2590
217496,213574523.00,2590
217497,2132830975.00,2590
217498,213357278.00,2590
217499,2135946541.00,2590
217500,213747541.00,2590
217501,2131374406.00,2590
217502,2138632776.00,2590
217503,2134087681.00,2590
217504,2133862108.00,2590
217505,2135971551.00,2590
217506,2132109655.00,2590
217507,2137000587.00,2590
217508,2139200223.00,2590
217509,2139916188.00,2590
217510,2134037260.00,2590
217511,2136488796.00,2590
217512,2139434762.00,2590
217513,2139979720.00,2590
217514,2133387936.00,2590
217515,2139838984.00,2590
217516,2139247433.00,2590
217517,2139029710.00,2590
217518,2134023687.00,2590
217519,2141557630.00,2590
217520,2148552562.00,2590
217521,2144934650.00,2590
217522,214610774.00,2590
217523,2146351940.00,2590
217524,2148605836.00,2590
217525,2141350185.00,2590
217526,214101348.00,2590
217527,2149639444.00,2590
217528,2148990719.00,2590
217529,2143341994.00,2590
217530,2144427031.00,2590
217531,2146170630.00,2590
217532,2144105058.00,2590
217533,215206980.00,2590
217534,2158382022.00,2590
217535,2155594888.00,2590
217536,2154443245.00,2590
217537,2153145311.00,2590
217538,2159843088.00,2590
217539,2153970347.00,2590
217540,2155343450.00,2590
217541,2159355244.00,2590
217542,2151591883.00,2590
217543,2155447735.00,2590
217544,215634342.00,2590
217545,219821035.00,2590
217546,2192464098.00,2590
217547,2199438124.00,2590
217548,2191992065.00,2590
217549,2193598113.00,2590
217550,2193523792.00,2590
217551,2196451665.00,2590
78967,1425058004713,40015
78968,1426232104713,40015
78970,1423904887713,40015
78969,1424072663713,40015
217552,2198254203.00,2590
217553,2197448252.00,2590
217554,2193111683.00,2590
217555,2211975327.00,2590
217556,2219580753.00,2590
217557,2218190752.00,2590
217558,2217443852.00,2590
217559,2217900335.00,2590
217560,2214833632.00,2590
217561,221159119.00,2590
217562,2219107559.00,2590
217563,2211677172.00,2590
217564,2219019372.00,2590
217565,2217268855.00,2590
160639,XC17073180129,5250
217566,221919595.00,2590
217567,2212172765.00,2590
217568,2211950450.00,2590
217569,2219202969.00,2590
217570,2214326326.00,2590
217571,2214244985.00,2590
217572,221294611.00,2590
217573,2219241389.00,2590
79048,1458627118741,40015
79049,1458692792741,40015
79050,1458059167741,40015
79051,1459360642741,40015
79053,1465323026002,40015
160707,XC15366757214,5250
79054,1469187223002,40015
79055,1466789214002,40015
79056,1468332540002,40015
79057,1464300974002,40015
79058,1464365982002,40015
79059,146108298002,40015
79060,1463481911003,40015
79061,1469112956004,40015
79062,1465306662005,40015
79063,1468847450005,40015
79064,1463134622005,40015
79067,1462525974006,40015
79068,146779654006,40015
79069,1466595473006,40015
79070,1461963730006,40015
79065,1464654058006,40015
79066,1469333440006,40015
79091,1468795460006,40015
79092,1463410261006,40015
79095,1464300360006,40015
217574,2216305000.00,2590
217575,2218325544.00,2590
79207,1466375794010,40015
79152,1463802046010,40015
217576,2214771597.00,2590
217577,2211458710.00,2590
217578,2222630068.00,2590
217579,2222777358.00,2590
79299,1462648928012,40015
79403,1464772004021,40015
184080,5061208282580,2560
217580,2223681917.00,2590
79541,1463546939033,40015
79509,146173838031,40015
217581,2222615393.00,2590
217582,2223339792.00,2590
217583,2221937094.00,2590
217584,2223506539.00,2590
217585,2313218064.00,2590
217586,231171088.00,2590
224751,C30501805151/,2315
70321,0981101340634,5090
76143,1419625747036,40015
79595,1461877449036,40015
70322,0983282858634,5090
217587,2342940548.12,2590
224529,W719293262/7,2335
223995,IMA6599517GV0,20492
76240,1418353195101,40015
184491,6984506909739,2340
70323,098887183634,5090
76305,1414414886103,40015
76268,141327178103,40015
76272,1418523281103,40015
76273,1413618801103,40015
76274,1418713274103,40015
76275,1411118449103,40015
76306,1419126494103,40015
184604,6982048499768,2340
184563,6981840764864,2340
79733,146351070052,40015
70324,0987816607634,5090
79766,1468454564059,40015
79764,1464398470059,40015
70325,098581618634,5090
79817,1468138668101,40015
76449,1417993676341,40015
76451,1413827515341,40015
70326,0985097032634,5090
79967,1463052844107,40015
217588,2347512492.12,2590
80081,1469679338132,40015
70327,0984449967634,5090
80096,1468426200133,40015
70328,0985759289634,5090
70329,098307010634,5090
217589,2347565089.12,2590
217590,2348162475.12,2590
80206,1466106433190,40015
217591,2346949336.13,2590
224783,C342658373116,2315
225067,W968329352/4,2335
80220,1466833420190,40015
80222,1465426591190,40015
224807,C39491735201,2315
224848,CU35971511136,2340
224949,W9334284160/9,2335
224941,W9215219220/1,2335
224933,W8197120898/8,2335
224920,W7170202212/9,2335
224918,W7194353112/1,2335
231770,C361904655188,2315
231776,WK8893701511/,2325
231777,WK85900779154,2325
231779,WK8862857653/,2325
224958,W9587694110/1,2335
80311,146773509190,40015
231780,WK8595116054/,2325
231788,C295192718002,2315
231793,WK627060588/8,2325
231791,WK8541039453/,2325
225034,WK8283737442/,2325
231792,WK9796156739/,2325
231794,CUK4658941288,2340
206997,JGM8174162877,1250
231783,TA29177993049,1140
231784,2401102875445,1140
80324,1463775407190,40015
80326,1468350089190,40015
80327,1465400560190,40015
80325,146856900190,40015
70330,0989803235634,5090
70331,0987224214634,5090
70338,0984919360634,5090
70339,0981489218634,5090
80367,1465835210190,40015
70340,0987764854634,5090
183434,8261634277259,3020
217592,2341928153.13,2590
217593,2346725965.13,2590
231727,625255239261A,2515
217594,2343455764.13,2590
80425,1464886854190,40015
80426,146994084190,40015
76924,1415408271612,40015
80424,1468259166190,40015
70341,0988055036634,5090
80494,1463349256190,40015
80495,1463581732190,40015
80496,146319439190,40015
80497,1465643010190,40015
80498,1464952194190,40015
80499,1466563358190,40015
70342,0987915661634,5090
80552,1466407666190,40015
80542,1464983609190,40015
80543,146783617190,40015
80544,1468607344190,40015
221033,0987431188648,4065
70354,0988287594634,5090
70361,0987505082634,5090
217595,2341265784.14,2590
221034,0988749740648,4065
70369,0981184524634,5090
80600,1463126568190,40015
80601,1463278903190,40015
77215,142409421010,40015
217596,2345566465.14,2590
80812,146285679193,40015
80902,1469108676310,40015
80960,1466997047310,40015
80997,1463542402310,40015
81015,1466614498310,40015
77911,1427520383191,40015
152948,DA42468552609,5610
162893,DA43466563608,5610
81280,1468788846316,40015
81439,1463238674331,40015
81413,1462023388330,40015
3538,CA99342571359,2315
53424,F0214135836T0,5360
110950,KP18588911536,2040
110951,KP16726526536,2040
110953,KP11936787540,2040
110969,KP1384884548,2040
110973,KP18582088549,2040
110976,KP18968371550,2040
21302,CH92950314382,2335
111034,KP56526639556,2040
64788,028782502012,5020
217597,2343116891.14,2590
19430,N446191042087,22773
225381,JAR8700381511,1140
110562,08.825987A02,4030
110568,08.8661430A20,4030
110582,08.2702566A29,4030
110583,08.4073993A29,4030
110587,08.6421655A33,4030
110621,09.3047422701,4030
110731,09.354885979,4030
110732,09.1600980981,4030
110791,09.6126007A33,4030
110794,09.3378030A35,4030
6781,0242754734221,5210
45390,1986956590743,2340
7877,6119163147648,4042
8365,6131149171294,4042
217598,234462939.14,2590
42702,1687116009446,8040
1658,0227400851150,5245
42312,1684363243446,8040
84154,1692009977160,8040
84159,1696873599160,8040
104327,169229740160,8040
20021,1691218285162,8040
20027,169633106162,8040
84348,1696930629180,8040
10617,1987380484730,5720
45131,1988590184730,5720
45132,1981971374730,5720
45176,1989988706730,5720
20709,08.1412173772,4030
20775,09.3880113989,4030
20785,08.1707754A11,4030
